from_group,from_arti,整体包名,to_group,to_arti,被依赖的整体包名
org.codehaus.plexus,plexus-compiler,org.codehaus.plexus.plexus-compiler,junit,junit,junit.junit
org.codehaus.plexus,plexus-compiler,org.codehaus.plexus.plexus-compiler,org.codehaus.plexus,plexus-compiler-test,org.codehaus.plexus.plexus-compiler-test
org.codehaus.plexus,plexus-compiler,org.codehaus.plexus.plexus-compiler,org.codehaus.plexus,plexus-compiler-api,org.codehaus.plexus.plexus-compiler-api
org.springframework,spring-oxm,org.springframework.spring-oxm,com.thoughtworks.xstream,xstream,com.thoughtworks.xstream.xstream
org.springframework,spring-oxm,org.springframework.spring-oxm,org.springframework,spring-core,org.springframework.spring-core
org.springframework,spring-oxm,org.springframework.spring-oxm,org.springframework,spring-beans,org.springframework.spring-beans
org.springframework,spring-oxm,org.springframework.spring-oxm,org.jibx,jibx-run,org.jibx.jibx-run
org.springframework,spring-oxm,org.springframework.spring-oxm,org.apache.xmlbeans,xmlbeans,org.apache.xmlbeans.xmlbeans
org.springframework,spring-oxm,org.springframework.spring-oxm,org.codehaus.castor,castor-xml,org.codehaus.castor.castor-xml
org.aspectj,aspectjweaver,org.aspectj.aspectjweaver,,,
org.hibernate,hibernate-entitymanager,org.hibernate.hibernate-entitymanager,org.hibernate.javax.persistence,hibernate-jpa-2.1-api,org.hibernate.javax.persistence.hibernate-jpa-2.1-api
org.hibernate,hibernate-entitymanager,org.hibernate.hibernate-entitymanager,org.jboss.logging,jboss-logging-annotations,org.jboss.logging.jboss-logging-annotations
org.hibernate,hibernate-entitymanager,org.hibernate.hibernate-entitymanager,org.jboss.logging,jboss-logging,org.jboss.logging.jboss-logging
org.hibernate,hibernate-entitymanager,org.hibernate.hibernate-entitymanager,org.javassist,javassist,org.javassist.javassist
org.hibernate,hibernate-entitymanager,org.hibernate.hibernate-entitymanager,org.hibernate,hibernate-core,org.hibernate.hibernate-core
org.hibernate,hibernate-entitymanager,org.hibernate.hibernate-entitymanager,dom4j,dom4j,dom4j.dom4j
org.hibernate,hibernate-entitymanager,org.hibernate.hibernate-entitymanager,org.hibernate.common,hibernate-commons-annotations,org.hibernate.common.hibernate-commons-annotations
org.hibernate,hibernate-entitymanager,org.hibernate.hibernate-entitymanager,org.jboss.spec.javax.transaction,jboss-transaction-api_1.2_spec,org.jboss.spec.javax.transaction.jboss-transaction-api_1.2_spec
org.apache.maven.surefire,surefire-providers,org.apache.maven.surefire.surefire-providers,org.apache.maven,maven-artifact,org.apache.maven.maven-artifact
org.apache.maven.surefire,surefire-providers,org.apache.maven.surefire.surefire-providers,org.apache.maven.surefire,surefire-testng-utils,org.apache.maven.surefire.surefire-testng-utils
org.apache.maven.surefire,surefire-providers,org.apache.maven.surefire.surefire-providers,junit,junit,junit.junit
org.apache.maven.surefire,surefire-providers,org.apache.maven.surefire.surefire-providers,org.testng,testng,org.testng.testng
org.eclipse.jetty.websocket,websocket-parent,org.eclipse.jetty.websocket.websocket-parent,org.eclipse.jetty.websocket,websocket-common,org.eclipse.jetty.websocket.websocket-common
org.eclipse.jetty.websocket,websocket-parent,org.eclipse.jetty.websocket.websocket-parent,org.eclipse.jetty,jetty-io,org.eclipse.jetty.jetty-io
org.eclipse.jetty.websocket,websocket-parent,org.eclipse.jetty.websocket.websocket-parent,org.eclipse.jetty,jetty-util,org.eclipse.jetty.jetty-util
org.eclipse.jetty.websocket,websocket-parent,org.eclipse.jetty.websocket.websocket-parent,org.eclipse.jetty,jetty-client,org.eclipse.jetty.jetty-client
org.eclipse.jetty.websocket,websocket-parent,org.eclipse.jetty.websocket.websocket-parent,org.eclipse.jetty.toolchain,jetty-test-helper,org.eclipse.jetty.toolchain.jetty-test-helper
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,org.apache.hadoop,hadoop-yarn-client,org.apache.hadoop.hadoop-yarn-client
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,org.apache.hadoop,hadoop-yarn-server-common,org.apache.hadoop.hadoop-yarn-server-common
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,org.apache.hadoop,hadoop-yarn-common,org.apache.hadoop.hadoop-yarn-common
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,org.apache.hadoop,hadoop-mapreduce-client-core,org.apache.hadoop.hadoop-mapreduce-client-core
junit,junit,junit.junit,,,
net.java,jvnet-parent,net.java.jvnet-parent,junit,junit,junit.junit
net.java,jvnet-parent,net.java.jvnet-parent,org.apache.maven.surefire,surefire-junit47,org.apache.maven.surefire.surefire-junit47
org.codehaus.groovy,groovy,org.codehaus.groovy.groovy,com.thoughtworks.xstream,xstream,com.thoughtworks.xstream.xstream
org.codehaus.groovy,groovy,org.codehaus.groovy.groovy,org.codehaus.gpars,gpars,org.codehaus.gpars.gpars
org.codehaus.groovy,groovy,org.codehaus.groovy.groovy,org.apache.ivy,ivy,org.apache.ivy.ivy
org.codehaus.groovy,groovy,org.codehaus.groovy.groovy,org.apache.ant,ant,org.apache.ant.ant
org.codehaus.groovy,groovy,org.codehaus.groovy.groovy,org.fusesource.jansi,jansi,org.fusesource.jansi.jansi
org.codehaus.groovy,groovy,org.codehaus.groovy.groovy,info.picocli,picocli,info.picocli.picocli
com.fasterxml.jackson.module,jackson-modules-java8,com.fasterxml.jackson.module.jackson-modules-java8,org.assertj,assertj-core,org.assertj.assertj-core
com.fasterxml.jackson.module,jackson-modules-java8,com.fasterxml.jackson.module.jackson-modules-java8,org.mockito,mockito-core,org.mockito.mockito-core
org.slf4j,slf4j-parent,org.slf4j.slf4j-parent,log4j,log4j,log4j.log4j
org.slf4j,slf4j-parent,org.slf4j.slf4j-parent,org.slf4j,slf4j-api,org.slf4j.slf4j-api
org.apache.ant,ant-parent,org.apache.ant.ant-parent,junit,junit,junit.junit
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,ognl,ognl,ognl.ognl
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,org.springframework,spring-test,org.springframework.spring-test
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,org.easymock,easymock,org.easymock.easymock
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,org.apache.velocity,velocity,org.apache.velocity.velocity
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,mockobjects,mockobjects-core,mockobjects.mockobjects-core
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,commons-fileupload,commons-fileupload,commons-fileupload.commons-fileupload
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,mockobjects,mockobjects-jdk1.3,mockobjects.mockobjects-jdk1.3
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,javax.servlet,servlet-api,javax.servlet.servlet-api
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,org.apache.velocity,velocity-tools,org.apache.velocity.velocity-tools
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,commons-io,commons-io,commons-io.commons-io
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,org.mockito,mockito-all,org.mockito.mockito-all
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,org.freemarker,freemarker,org.freemarker.freemarker
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,org.apache.struts,struts-annotations,org.apache.struts.struts-annotations
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,mockobjects,mockobjects-alt-jdk1.3,mockobjects.mockobjects-alt-jdk1.3
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,junit,junit,junit.junit
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,com.sun,tools,com.sun.tools
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,javax.servlet,jsp-api,javax.servlet.jsp-api
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,mockobjects,mockobjects-jdk1.3-j2ee1.3,mockobjects.mockobjects-jdk1.3-j2ee1.3
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,jmock,jmock,jmock.jmock
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,mockobjects,mockobjects-alt-jdk1.3-j2ee1.3,mockobjects.mockobjects-alt-jdk1.3-j2ee1.3
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,log4j,log4j,log4j.log4j
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,org.easytesting,fest-assert,org.easytesting.fest-assert
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,org.springframework,spring-core,org.springframework.spring-core
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,org.apache.struts.xwork,xwork-core,org.apache.struts.xwork.xwork-core
org.apache.struts,struts2-parent,org.apache.struts.struts2-parent,org.testng,testng,org.testng.testng
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,javax.transaction,javax.transaction-api,javax.transaction.javax.transaction-api
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty,jetty-webapp,org.eclipse.jetty.jetty-webapp
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.apache.derby,derby,org.apache.derby.derby
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty.toolchain,jetty-test-helper,org.eclipse.jetty.toolchain.jetty-test-helper
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty,jetty-jndi,org.eclipse.jetty.jetty-jndi
com.fasterxml.jackson,jackson-parent,com.fasterxml.jackson.jackson-parent,,,
org.springframework,spring-core,org.springframework.spring-core,net.sf.jopt-simple,jopt-simple,net.sf.jopt-simple.jopt-simple
org.springframework,spring-core,org.springframework.spring-core,org.aspectj,aspectjweaver,org.aspectj.aspectjweaver
org.springframework,spring-core,org.springframework.spring-core,commons-logging,commons-logging,commons-logging.commons-logging
org.springframework,spring-core,org.springframework.spring-core,log4j,log4j,log4j.log4j
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.common,codegen,com.speedment.common.codegen
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.common,json,com.speedment.common.json
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.runtime,runtime-typemapper,com.speedment.runtime.runtime-typemapper
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.generator,generator-translator,com.speedment.generator.generator-translator
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.runtime,runtime-field,com.speedment.runtime.runtime-field
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.common,tuple,com.speedment.common.tuple
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.common,mapstream,com.speedment.common.mapstream
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.common,logger,com.speedment.common.logger
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.common,invariant,com.speedment.common.invariant
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.runtime,runtime-config,com.speedment.runtime.runtime-config
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.runtime,runtime-core,com.speedment.runtime.runtime-core
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.generator,generator-standard,com.speedment.generator.generator-standard
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,junit,junit,junit.junit
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.common,function,com.speedment.common.function
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,org.seleniumhq.selenium,selenium-java,org.seleniumhq.selenium.selenium-java
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.opera,operadriver,com.opera.operadriver
com.speedment.generator,generator-parent,com.speedment.generator.generator-parent,com.speedment.common,injector,com.speedment.common.injector
org.apache,apache,org.apache.apache,,,
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.apache.maven,maven-plugin-api,org.apache.maven.maven-plugin-api
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.apache.maven.shared,maven-shared-utils,org.apache.maven.shared.maven-shared-utils
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.apache.maven,maven-toolchain,org.apache.maven.maven-toolchain
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.codehaus.plexus,plexus-compiler-javac,org.codehaus.plexus.plexus-compiler-javac
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.codehaus.groovy,groovy-eclipse-compiler,org.codehaus.groovy.groovy-eclipse-compiler
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.codehaus.groovy,groovy-all,org.codehaus.groovy.groovy-all
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.codehaus.plexus,plexus-compiler-manager,org.codehaus.plexus.plexus-compiler-manager
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.apache.maven.plugin-testing,maven-plugin-testing-harness,org.apache.maven.plugin-testing.maven-plugin-testing-harness
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.apache.openjpa,openjpa,org.apache.openjpa.openjpa
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,junit,junit,junit.junit
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.apache.maven,maven-core,org.apache.maven.maven-core
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.codehaus.plexus,plexus-container-default,org.codehaus.plexus.plexus-container-default
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.codehaus.groovy,groovy-eclipse-batch,org.codehaus.groovy.groovy-eclipse-batch
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.apache.maven,maven-artifact,org.apache.maven.maven-artifact
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.codehaus.plexus,plexus-compiler-api,org.codehaus.plexus.plexus-compiler-api
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.mockito,mockito-core,org.mockito.mockito-core
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.apache.maven.shared,maven-shared-incremental,org.apache.maven.shared.maven-shared-incremental
org.apache.maven.plugins,maven-plugins,org.apache.maven.plugins.maven-plugins,org.apache.maven.plugin-tools,maven-plugin-annotations,org.apache.maven.plugin-tools.maven-plugin-annotations
com.aliyun.openservices,ots-public,com.aliyun.openservices.ots-public,com.lmax,disruptor,com.lmax.disruptor
com.aliyun.openservices,ots-public,com.aliyun.openservices.ots-public,com.google.protobuf,protobuf-java,com.google.protobuf.protobuf-java
com.aliyun.openservices,ots-public,com.aliyun.openservices.ots-public,org.apache.logging.log4j,log4j-slf4j-impl,org.apache.logging.log4j.log4j-slf4j-impl
com.aliyun.openservices,ots-public,com.aliyun.openservices.ots-public,joda-time,joda-time,joda-time.joda-time
com.aliyun.openservices,ots-public,com.aliyun.openservices.ots-public,org.apache.logging.log4j,log4j-core,org.apache.logging.log4j.log4j-core
com.aliyun.openservices,ots-public,com.aliyun.openservices.ots-public,junit,junit,junit.junit
com.aliyun.openservices,ots-public,com.aliyun.openservices.ots-public,org.apache.httpcomponents,httpasyncclient,org.apache.httpcomponents.httpasyncclient
com.aliyun.openservices,ots-public,com.aliyun.openservices.ots-public,org.apache.logging.log4j,log4j-api,org.apache.logging.log4j.log4j-api
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty,jetty-util,org.eclipse.jetty.jetty-util
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,com.openpojo,openpojo,com.openpojo.openpojo
com.alibaba.rocketmq,rocketmq-all,com.alibaba.rocketmq.rocketmq-all,junit,junit,junit.junit
com.alibaba.rocketmq,rocketmq-all,com.alibaba.rocketmq.rocketmq-all,com.alibaba,fastjson,com.alibaba.fastjson
com.alibaba.rocketmq,rocketmq-all,com.alibaba.rocketmq.rocketmq-all,org.slf4j,slf4j-api,org.slf4j.slf4j-api
com.alibaba.rocketmq,rocketmq-all,com.alibaba.rocketmq.rocketmq-all,io.netty,netty-all,io.netty.netty-all
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-schema,org.springframework.cloud.spring-cloud-stream-schema
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-binder-rabbit-core,org.springframework.cloud.spring-cloud-stream-binder-rabbit-core
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-binder-rabbit,org.springframework.cloud.spring-cloud-stream-binder-rabbit
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-reactive,org.springframework.cloud.spring-cloud-stream-reactive
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-binder-kafka,org.springframework.cloud.spring-cloud-stream-binder-kafka
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-metrics,org.springframework.cloud.spring-cloud-stream-metrics
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-starter-stream-rabbit,org.springframework.cloud.spring-cloud-starter-stream-rabbit
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-binder-rabbit-test-support,org.springframework.cloud.spring-cloud-stream-binder-rabbit-test-support
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-binder-kafka-core,org.springframework.cloud.spring-cloud-stream-binder-kafka-core
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-codec,org.springframework.cloud.spring-cloud-stream-codec
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-binder-kstream,org.springframework.cloud.spring-cloud-stream-binder-kstream
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-starter-stream-kafka,org.springframework.cloud.spring-cloud-starter-stream-kafka
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream,org.springframework.cloud.spring-cloud-stream
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-binder-kafka-test-support,org.springframework.cloud.spring-cloud-stream-binder-kafka-test-support
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-binder-test,org.springframework.cloud.spring-cloud-stream-binder-test
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-rxjava,org.springframework.cloud.spring-cloud-stream-rxjava
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-schema-server,org.springframework.cloud.spring-cloud-stream-schema-server
org.springframework.cloud,spring-cloud-dependencies-parent,org.springframework.cloud.spring-cloud-dependencies-parent,org.springframework.cloud,spring-cloud-stream-test-support,org.springframework.cloud.spring-cloud-stream-test-support
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven.wagon,wagon-provider-api,org.apache.maven.wagon.wagon-provider-api
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-project,org.apache.maven.maven-project
org.apache.maven,maven-parent,org.apache.maven.maven-parent,commons-cli,commons-cli,commons-cli.commons-cli
org.apache.maven,maven-parent,org.apache.maven.maven-parent,easymock,easymock,easymock.easymock
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-core,org.apache.maven.maven-core
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-artifact,org.apache.maven.maven-artifact
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven.wagon,wagon-ssh-external,org.apache.maven.wagon.wagon-ssh-external
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven.wagon,wagon-webdav,org.apache.maven.wagon.wagon-webdav
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-artifact-test,org.apache.maven.maven-artifact-test
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.codehaus.plexus,plexus-utils,org.codehaus.plexus.plexus-utils
org.apache.maven,maven-parent,org.apache.maven.maven-parent,classworlds,classworlds,classworlds.classworlds
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-plugin-registry,org.apache.maven.maven-plugin-registry
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.codehaus.plexus,plexus-interpolation,org.codehaus.plexus.plexus-interpolation
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven.doxia,doxia-sink-api,org.apache.maven.doxia.doxia-sink-api
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven.wagon,wagon-ssh,org.apache.maven.wagon.wagon-ssh
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-repository-metadata,org.apache.maven.maven-repository-metadata
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-plugin-api,org.apache.maven.maven-plugin-api
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-error-diagnostics,org.apache.maven.maven-error-diagnostics
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-toolchain,org.apache.maven.maven-toolchain
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven.wagon,wagon-file,org.apache.maven.wagon.wagon-file
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-settings,org.apache.maven.maven-settings
org.apache.maven,maven-parent,org.apache.maven.maven-parent,junit,junit,junit.junit
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-artifact-manager,org.apache.maven.maven-artifact-manager
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven.reporting,maven-reporting-api,org.apache.maven.reporting.maven-reporting-api
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-monitor,org.apache.maven.maven-monitor
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-profile,org.apache.maven.maven-profile
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-model,org.apache.maven.maven-model
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-plugin-parameter-documenter,org.apache.maven.maven-plugin-parameter-documenter
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.codehaus.plexus,plexus-container-default,org.codehaus.plexus.plexus-container-default
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven.wagon,wagon-http-lightweight,org.apache.maven.wagon.wagon-http-lightweight
org.apache.maven,maven-parent,org.apache.maven.maven-parent,org.apache.maven,maven-plugin-descriptor,org.apache.maven.maven-plugin-descriptor
org.apache.maven.wagon,wagon,org.apache.maven.wagon.wagon,org.codehaus.plexus,plexus-utils,org.codehaus.plexus.plexus-utils
org.apache.maven.scm,maven-scm-providers-cvs,org.apache.maven.scm.maven-scm-providers-cvs,ch.ethz.ganymed,ganymed-ssh2,ch.ethz.ganymed.ganymed-ssh2
org.apache.maven.scm,maven-scm-providers-cvs,org.apache.maven.scm.maven-scm-providers-cvs,org.netbeans.lib,cvsclient,org.netbeans.lib.cvsclient
org.apache.maven.scm,maven-scm-providers-cvs,org.apache.maven.scm.maven-scm-providers-cvs,org.apache.maven.scm,maven-scm-provider-cvstest,org.apache.maven.scm.maven-scm-provider-cvstest
org.apache.maven.scm,maven-scm-providers-cvs,org.apache.maven.scm.maven-scm-providers-cvs,org.apache.maven.scm,maven-scm-provider-cvs-commons,org.apache.maven.scm.maven-scm-provider-cvs-commons
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,org.apache.hadoop,hadoop-hdfs,org.apache.hadoop.hadoop-hdfs
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,com.cenqua.clover,clover,com.cenqua.clover.clover
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,org.apache.hadoop,hadoop-mapreduce-client-app,org.apache.hadoop.hadoop-mapreduce-client-app
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,org.apache.hadoop,hadoop-yarn-server-resourcemanager,org.apache.hadoop.hadoop-yarn-server-resourcemanager
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,org.apache.hadoop,hadoop-yarn-server-tests,org.apache.hadoop.hadoop-yarn-server-tests
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,org.apache.hadoop,hadoop-yarn-server-nodemanager,org.apache.hadoop.hadoop-yarn-server-nodemanager
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,org.apache.hadoop,hadoop-mapreduce-client-common,org.apache.hadoop.hadoop-mapreduce-client-common
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,org.apache.hadoop,hadoop-mapreduce-client-hs,org.apache.hadoop.hadoop-mapreduce-client-hs
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,org.apache.hadoop,hadoop-mapreduce-client-shuffle,org.apache.hadoop.hadoop-mapreduce-client-shuffle
org.apache.hadoop,hadoop-mapreduce-client,org.apache.hadoop.hadoop-mapreduce-client,org.hsqldb,hsqldb,org.hsqldb.hsqldb
org.bouncycastle,bcpkix-jdk15on,org.bouncycastle.bcpkix-jdk15on,org.bouncycastle,bcprov-jdk15on,org.bouncycastle.bcprov-jdk15on
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,com.atomikos,transactions-jdbc,com.atomikos.transactions-jdbc
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,com.mockrunner,mockrunner-jdbc,com.mockrunner.mockrunner-jdbc
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,com.mockrunner,mockrunner-ejb,com.mockrunner.mockrunner-ejb
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,org.hsqldb,hsqldb,org.hsqldb.hsqldb
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,com.mockrunner,mockrunner-core,com.mockrunner.mockrunner-core
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,javax.servlet,javax.servlet-api,javax.servlet.javax.servlet-api
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,org.apache.derby,derby,org.apache.derby.derby
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,log4j,log4j,log4j.log4j
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,org.springframework,spring-context,org.springframework.spring-context
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,org.springframework,spring-test,org.springframework.spring-test
