from_group,from_arti,整体包名,to_group,to_arti,被依赖的整体包名
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.mariadb.jdbc,mariadb-java-client,org.mariadb.jdbc.mariadb-java-client
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.apache.httpcomponents,httpasyncclient,org.apache.httpcomponents.httpasyncclient
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.codehaus.groovy,groovy-xml,org.codehaus.groovy.groovy-xml
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.codehaus.groovy,groovy,org.codehaus.groovy.groovy
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.neo4j,neo4j-ogm-core,org.neo4j.neo4j-ogm-core
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.apache.httpcomponents,httpclient,org.apache.httpcomponents.httpclient
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.jboss.narayana.jta,jdbc,org.jboss.narayana.jta.jdbc
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.postgresql,postgresql,org.postgresql.postgresql
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.slf4j,slf4j-api,org.slf4j.slf4j-api
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.apache.logging.log4j,log4j-core,org.apache.logging.log4j.log4j-core
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,junit,junit,junit.junit
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.apache.logging.log4j,log4j-api,org.apache.logging.log4j.log4j-api
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.firebirdsql.jdbc,jaybird-jdk18,org.firebirdsql.jdbc.jaybird-jdk18
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.slf4j,jcl-over-slf4j,org.slf4j.jcl-over-slf4j
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,com.google.appengine,appengine-api-1.0-sdk,com.google.appengine.appengine-api-1.0-sdk
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,io.netty,netty-all,io.netty.netty-all
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.xerial,sqlite-jdbc,org.xerial.sqlite-jdbc
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.springframework,spring-core,org.springframework.spring-core
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,com.googlecode.json-simple,json-simple,com.googlecode.json-simple.json-simple
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,com.squareup.okhttp3,okhttp,com.squareup.okhttp3.okhttp
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,net.sourceforge.jtds,jtds,net.sourceforge.jtds.jtds
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.hamcrest,hamcrest-library,org.hamcrest.hamcrest-library
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.eclipse.jetty,jetty-servlets,org.eclipse.jetty.jetty-servlets
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.assertj,assertj-core,org.assertj.assertj-core
org.springframework.cloud,spring-cloud-starter-netflix,org.springframework.cloud.spring-cloud-starter-netflix,org.springframework.cloud,spring-cloud-starter,org.springframework.cloud.spring-cloud-starter
org.springframework.cloud,spring-cloud-starter-netflix,org.springframework.cloud.spring-cloud-starter-netflix,org.springframework.cloud,spring-cloud-netflix-eureka-server,org.springframework.cloud.spring-cloud-netflix-eureka-server
org.springframework.cloud,spring-cloud-starter-netflix,org.springframework.cloud.spring-cloud-starter-netflix,org.springframework.cloud,spring-cloud-starter-netflix-archaius,org.springframework.cloud.spring-cloud-starter-netflix-archaius
org.springframework.cloud,spring-cloud-starter-netflix,org.springframework.cloud.spring-cloud-starter-netflix,org.springframework.cloud,spring-cloud-starter-netflix-ribbon,org.springframework.cloud.spring-cloud-starter-netflix-ribbon
org.springframework.cloud,spring-cloud-starter-netflix,org.springframework.cloud.spring-cloud-starter-netflix,com.netflix.ribbon,ribbon-eureka,com.netflix.ribbon.ribbon-eureka
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,,,
org.ow2,ow2,org.ow2.ow2,org.ow2,asm-util,${project.groupId}.asm-util
org.ow2,ow2,org.ow2.ow2,org.ow2,asm-analysis,${project.groupId}.asm-analysis
org.ow2,ow2,org.ow2.ow2,org.ow2,asm,${project.groupId}.asm
org.ow2,ow2,org.ow2.ow2,org.ow2,asm-commons,${project.groupId}.asm-commons
org.ow2,ow2,org.ow2.ow2,org.ow2,asm-xml,${project.groupId}.asm-xml
org.ow2,ow2,org.ow2.ow2,org.ow2,asm-tree,${project.groupId}.asm-tree
com.dangdang,elastic-job-lite,com.dangdang.elastic-job-lite,com.dangdang,elastic-job-common-core,com.dangdang.elastic-job-common-core
com.dangdang,elastic-job-lite,com.dangdang.elastic-job-lite,org.mockito,mockito-inline,org.mockito.mockito-inline
com.dangdang,elastic-job-lite,com.dangdang.elastic-job-lite,org.unitils,unitils-core,org.unitils.unitils-core
com.dangdang,elastic-job-lite,com.dangdang.elastic-job-lite,org.apache.curator,curator-test,org.apache.curator.curator-test
com.dangdang,elastic-job-lite,com.dangdang.elastic-job-lite,junit,junit,junit.junit
com.dangdang,elastic-job-lite,com.dangdang.elastic-job-lite,ch.qos.logback,logback-classic,ch.qos.logback.logback-classic
com.dangdang,elastic-job-lite,com.dangdang.elastic-job-lite,org.slf4j,jcl-over-slf4j,org.slf4j.jcl-over-slf4j
com.dangdang,elastic-job-lite,com.dangdang.elastic-job-lite,org.slf4j,log4j-over-slf4j,org.slf4j.log4j-over-slf4j
com.dangdang,elastic-job-lite,com.dangdang.elastic-job-lite,org.projectlombok,lombok,org.projectlombok.lombok
com.dangdang,elastic-job-lite,com.dangdang.elastic-job-lite,org.mockito,mockito-core,org.mockito.mockito-core
org.slf4j,slf4j-parent,org.slf4j.slf4j-parent,,,
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,com.querydsl,querydsl-core,com.querydsl.querydsl-core
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,javax.servlet,javax.servlet-api,javax.servlet.javax.servlet-api
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,com.fasterxml.jackson.datatype,jackson-datatype-joda,com.fasterxml.jackson.datatype.jackson-datatype-joda
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,org.hibernate,hibernate-core,org.hibernate.hibernate-core
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,com.fasterxml.jackson.datatype,jackson-datatype-hibernate4,com.fasterxml.jackson.datatype.jackson-datatype-hibernate4
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,com.fasterxml.jackson.core,jackson-annotations,com.fasterxml.jackson.core.jackson-annotations
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,com.fasterxml.jackson.datatype,jackson-datatype-hibernate5,com.fasterxml.jackson.datatype.jackson-datatype-hibernate5
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,org.springframework.data,spring-data-rest-core,${project.groupId}.spring-data-rest-core
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,org.springframework,spring-orm,org.springframework.spring-orm
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,com.jayway.jsonpath,json-path,com.jayway.jsonpath.json-path
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,com.fasterxml.jackson.core,jackson-databind,com.fasterxml.jackson.core.jackson-databind
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,org.eclipse.persistence,javax.persistence,org.eclipse.persistence.javax.persistence
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,org.springframework.data,spring-data-keyvalue,org.springframework.data.spring-data-keyvalue
org.springframework.data,spring-data-rest-webmvc,org.springframework.data.spring-data-rest-webmvc,org.springframework,spring-webmvc,org.springframework.spring-webmvc
org.springframework,spring-test,org.springframework.spring-test,org.seleniumhq.selenium,htmlunit-driver,org.seleniumhq.selenium.htmlunit-driver
org.springframework,spring-test,org.springframework.spring-test,org.springframework,spring-webflux,org.springframework.spring-webflux
org.springframework,spring-test,org.springframework.spring-test,javax.websocket,javax.websocket-api,javax.websocket.javax.websocket-api
org.springframework,spring-test,org.springframework.spring-test,org.springframework,spring-aop,org.springframework.spring-aop
org.springframework,spring-test,org.springframework.spring-test,io.projectreactor,reactor-test,io.projectreactor.reactor-test
org.springframework,spring-test,org.springframework.spring-test,org.jetbrains.kotlin,kotlin-reflect,org.jetbrains.kotlin.kotlin-reflect
org.springframework,spring-test,org.springframework.spring-test,org.seleniumhq.selenium,selenium-java,org.seleniumhq.selenium.selenium-java
org.springframework,spring-test,org.springframework.spring-test,org.jetbrains.kotlin,kotlin-stdlib,org.jetbrains.kotlin.kotlin-stdlib
org.springframework,spring-test,org.springframework.spring-test,javax.activation,activation,javax.activation.activation
org.springframework,spring-test,org.springframework.spring-test,javax.xml.bind,jaxb-api,javax.xml.bind.jaxb-api
org.springframework,spring-test,org.springframework.spring-test,net.sourceforge.htmlunit,htmlunit,net.sourceforge.htmlunit.htmlunit
org.springframework,spring-test,org.springframework.spring-test,org.xmlunit,xmlunit-matchers,org.xmlunit.xmlunit-matchers
org.springframework,spring-test,org.springframework.spring-test,org.junit.jupiter,junit-jupiter-api,org.junit.jupiter.junit-jupiter-api
org.springframework,spring-test,org.springframework.spring-test,org.springframework,spring-websocket,org.springframework.spring-websocket
net.java,jvnet-parent,net.java.jvnet-parent,org.javassist,javassist,org.javassist.javassist
net.java,jvnet-parent,net.java.jvnet-parent,org.glassfish.grizzly,grizzly-http-servlet,org.glassfish.grizzly.grizzly-http-servlet
net.java,jvnet-parent,net.java.jvnet-parent,javax.transaction,javax.transaction-api,javax.transaction.javax.transaction-api
net.java,jvnet-parent,net.java.jvnet-parent,com.sun.xml.bind,jaxb-impl,com.sun.xml.bind.jaxb-impl
net.java,jvnet-parent,net.java.jvnet-parent,org.glassfish.grizzly,grizzly-http-server,org.glassfish.grizzly.grizzly-http-server
net.java,jvnet-parent,net.java.jvnet-parent,com.fasterxml.jackson.module,jackson-module-jaxb-annotations,com.fasterxml.jackson.module.jackson-module-jaxb-annotations
net.java,jvnet-parent,net.java.jvnet-parent,org.glassfish.grizzly,connection-pool,org.glassfish.grizzly.connection-pool
net.java,jvnet-parent,net.java.jvnet-parent,org.apache.felix,org.apache.felix.eventadmin,org.apache.felix.org.apache.felix.eventadmin
net.java,jvnet-parent,net.java.jvnet-parent,org.ops4j.pax.web,pax-web-jetty-bundle,org.ops4j.pax.web.pax-web-jetty-bundle
net.java,jvnet-parent,net.java.jvnet-parent,com.fasterxml.jackson.jaxrs,jackson-jaxrs-json-provider,com.fasterxml.jackson.jaxrs.jackson-jaxrs-json-provider
net.java,jvnet-parent,net.java.jvnet-parent,org.simpleframework,simple-common,org.simpleframework.simple-common
net.java,jvnet-parent,net.java.jvnet-parent,com.puppycrawl.tools,checkstyle,com.puppycrawl.tools.checkstyle
net.java,jvnet-parent,net.java.jvnet-parent,com.fasterxml.jackson.core,jackson-core,com.fasterxml.jackson.core.jackson-core
net.java,jvnet-parent,net.java.jvnet-parent,com.fasterxml.jackson.jaxrs,jackson-jaxrs-base,com.fasterxml.jackson.jaxrs.jackson-jaxrs-base
net.java,jvnet-parent,net.java.jvnet-parent,javax.xml.bind,jaxb-api,javax.xml.bind.jaxb-api
net.java,jvnet-parent,net.java.jvnet-parent,org.codehaus.jettison,jettison,org.codehaus.jettison.jettison
net.java,jvnet-parent,net.java.jvnet-parent,org.eclipse.persistence,org.eclipse.persistence.moxy,org.eclipse.persistence.org.eclipse.persistence.moxy
net.java,jvnet-parent,net.java.jvnet-parent,org.ops4j.pax.web,pax-web-extender-war,org.ops4j.pax.web.pax-web-extender-war
net.java,jvnet-parent,net.java.jvnet-parent,com.fasterxml.jackson.core,jackson-databind,com.fasterxml.jackson.core.jackson-databind
net.java,jvnet-parent,net.java.jvnet-parent,org.hamcrest,hamcrest-library,org.hamcrest.hamcrest-library
net.java,jvnet-parent,net.java.jvnet-parent,org.apache.felix,org.apache.felix.framework.security,org.apache.felix.org.apache.felix.framework.security
net.java,jvnet-parent,net.java.jvnet-parent,org.jboss.logging,jboss-logging,org.jboss.logging.jboss-logging
net.java,jvnet-parent,net.java.jvnet-parent,org.jmockit,jmockit,org.jmockit.jmockit
net.java,jvnet-parent,net.java.jvnet-parent,org.eclipse.jetty,jetty-util,org.eclipse.jetty.jetty-util
net.java,jvnet-parent,net.java.jvnet-parent,org.apache.felix,org.apache.felix.framework,org.apache.felix.org.apache.felix.framework
net.java,jvnet-parent,net.java.jvnet-parent,javax.annotation,javax.annotation-api,javax.annotation.javax.annotation-api
net.java,jvnet-parent,net.java.jvnet-parent,org.glassfish.hk2,osgi-resource-locator,org.glassfish.hk2.osgi-resource-locator
net.java,jvnet-parent,net.java.jvnet-parent,org.glassfish,jsonp-jaxrs,org.glassfish.jsonp-jaxrs
net.java,jvnet-parent,net.java.jvnet-parent,javax.ws.rs,javax.ws.rs-api,javax.ws.rs.javax.ws.rs-api
net.java,jvnet-parent,net.java.jvnet-parent,org.eclipse.jetty,jetty-webapp,org.eclipse.jetty.jetty-webapp
net.java,jvnet-parent,net.java.jvnet-parent,com.fasterxml,classmate,com.fasterxml.classmate
net.java,jvnet-parent,net.java.jvnet-parent,com.fasterxml.jackson.core,jackson-annotations,com.fasterxml.jackson.core.jackson-annotations
net.java,jvnet-parent,net.java.jvnet-parent,org.ops4j.pax.exam,pax-exam-junit4,org.ops4j.pax.exam.pax-exam-junit4
net.java,jvnet-parent,net.java.jvnet-parent,org.eclipse.jetty,jetty-continuation,org.eclipse.jetty.jetty-continuation
net.java,jvnet-parent,net.java.jvnet-parent,org.glassfish.findbugs,findbugs,org.glassfish.findbugs.findbugs
net.java,jvnet-parent,net.java.jvnet-parent,org.glassfish.hk2,hk2-api,org.glassfish.hk2.hk2-api
net.java,jvnet-parent,net.java.jvnet-parent,org.glassfish.grizzly,grizzly-http-client,org.glassfish.grizzly.grizzly-http-client
net.java,jvnet-parent,net.java.jvnet-parent,org.jboss.weld.servlet,weld-servlet,org.jboss.weld.servlet.weld-servlet
net.java,jvnet-parent,net.java.jvnet-parent,org.glassfish.main.common,container-common,org.glassfish.main.common.container-common
net.java,jvnet-parent,net.java.jvnet-parent,net.sf.proguard,proguard-base,net.sf.proguard.proguard-base
net.java,jvnet-parent,net.java.jvnet-parent,org.eclipse.jetty,jetty-client,org.eclipse.jetty.jetty-client
net.java,jvnet-parent,net.java.jvnet-parent,org.ops4j.pax.exam,pax-exam-container-forked,org.ops4j.pax.exam.pax-exam-container-forked
net.java,jvnet-parent,net.java.jvnet-parent,org.ops4j.pax.exam,pax-exam-link-mvn,org.ops4j.pax.exam.pax-exam-link-mvn
net.java,jvnet-parent,net.java.jvnet-parent,org.osgi,org.osgi.compendium,org.osgi.org.osgi.compendium
net.java,jvnet-parent,net.java.jvnet-parent,org.openjdk.jmh,jmh-generator-annprocess,org.openjdk.jmh.jmh-generator-annprocess
net.java,jvnet-parent,net.java.jvnet-parent,org.mortbay.jetty,jetty,org.mortbay.jetty.jetty
net.java,jvnet-parent,net.java.jvnet-parent,org.simpleframework,simple-transport,org.simpleframework.simple-transport
net.java,jvnet-parent,net.java.jvnet-parent,org.codehaus.jackson,jackson-jaxrs,org.codehaus.jackson.jackson-jaxrs
net.java,jvnet-parent,net.java.jvnet-parent,org.glassfish.hk2,hk2-bom,org.glassfish.hk2.hk2-bom
net.java,jvnet-parent,net.java.jvnet-parent,org.glassfish.main.ejb,ejb-container,org.glassfish.main.ejb.ejb-container
net.java,jvnet-parent,net.java.jvnet-parent,org.hibernate,hibernate-validator-cdi,org.hibernate.hibernate-validator-cdi
net.java,jvnet-parent,net.java.jvnet-parent,org.mockito,mockito-all,org.mockito.mockito-all
net.java,jvnet-parent,net.java.jvnet-parent,com.google.guava,guava,com.google.guava.guava
net.java,jvnet-parent,net.java.jvnet-parent,xerces,xercesImpl,xerces.xercesImpl
net.java,jvnet-parent,net.java.jvnet-parent,org.mortbay.jetty,servlet-api-2.5,org.mortbay.jetty.servlet-api-2.5
